"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69206","G1/S Transition","40/1068","119/9048",0.336134453781513,2.84770087810405,7.4223291606063,2.67261910221237e-10,2.07191614209607e-08,2.07191614209607e-08,"4173/5708/4175/898/1875/5111/8318/990/286826/10926/1163/84515/5427/5558/9134/983/891/23594/5422/6241/4172/1869/5557/4998/8317/4176/55388/51053/5692/81620/5933/7083/23649/993/7298/10213/4171/1019/890/4174",40
"R-HSA-73886","Chromosome Maintenance","38/1068","110/9048",0.345454545454545,2.92665985699694,7.43734096123528,3.0369842367092e-10,2.23827715559472e-08,2.23827715559472e-08,"79682/554313/5111/3014/54069/5984/8370/80119/3012/57082/5558/64105/8338/64946/5424/63922/5422/91687/2237/79075/5557/641/11339/723790/55651/8362/8337/55166/3978/55355/23421/23649/5982/1058/387103/2491/79019/890",38
"R-HSA-69242","S Phase","46/1068","149/9048",0.308724832214765,2.61548902797677,7.27382786697389,3.16218517068051e-10,2.23827715559472e-08,2.23827715559472e-08,"4173/5708/4175/898/5885/1875/5111/8318/990/286826/5984/1163/84515/5427/5558/157570/9134/5424/84296/9837/23594/113130/5422/2237/4172/1869/5557/4998/64785/4176/51053/5692/81620/3978/51529/11065/27338/23649/5982/993/51659/10213/4171/1019/890/4174",46
"R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","18/1068","30/9048",0.6,5.08314606741573,8.19477255032269,3.72180962810371e-10,2.52462753106368e-08,2.52462753106368e-08,"347733/7280/5203/22948/10382/80086/7411/5202/10471/7846/10381/7203/7277/10376/908/10383/113457/84790",18
"R-HSA-69239","Synthesis of DNA","37/1068","107/9048",0.345794392523364,2.92953901081592,7.3449506246922,5.04420748854793e-10,3.20942915830134e-08,3.20942915830134e-08,"4173/5708/4175/898/5111/8318/990/5984/84515/5427/5558/9134/5424/84296/9837/23594/5422/2237/4172/5557/4998/64785/4176/51053/5692/81620/3978/51529/11065/27338/23649/5982/51659/10213/4171/890/4174",37
"R-HSA-176187","Activation of ATR in response to replication stress","20/1068","37/9048",0.540540540540541,4.5794108715457,7.98109344777707,5.12562396288912e-10,3.20942915830134e-08,3.20942915830134e-08,"4173/4175/8318/990/5984/10926/84515/995/63967/23594/4172/4998/8317/4176/55388/1111/5982/993/4171/4174",20
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","22/1068","46/9048",0.478260869565217,4.05178309721544,7.59100977468476,1.49856849916992e-09,8.71310541660225e-08,8.71310541660225e-08,"79682/554313/3014/54069/8370/3012/57082/64105/8338/64946/91687/11339/723790/8362/8337/55166/55355/23421/1058/387103/2491/79019",22
"R-HSA-774815","Nucleosome assembly","22/1068","46/9048",0.478260869565217,4.05178309721544,7.59100977468476,1.49856849916992e-09,8.71310541660225e-08,8.71310541660225e-08,"79682/554313/3014/54069/8370/3012/57082/64105/8338/64946/91687/11339/723790/8362/8337/55166/55355/23421/1058/387103/2491/79019",22
"R-HSA-69002","DNA Replication Pre-Initiation","36/1068","109/9048",0.330275229357798,2.7980620554582,6.90891631643163,3.61091415644126e-09,2.02709249885737e-07,2.02709249885737e-07,"4173/5708/4175/554313/3014/8318/990/10926/8370/3012/84515/5427/5558/8338/23594/5422/4172/5557/4998/8317/4176/55388/51053/5692/723790/8362/8353/81620/8337/51529/11065/27338/23649/10213/4171/4174",36
"R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","16/1068","27/9048",0.592592592592593,5.02039117769455,7.65348662901253,4.68324703693928e-09,2.54144205871238e-07,2.54144205871238e-07,"347733/7280/5203/22948/10382/7411/5202/10471/7846/10381/7203/7277/908/10383/113457/84790",16
"R-HSA-9645723","Diseases of programmed cell death","25/1068","64/9048",0.390625,3.30933988764045,6.78233829519213,2.01188367881278e-08,1.05656342874426e-06,1.05656342874426e-06,"1687/1020/554313/3014/1786/8370/3012/995/5558/1789/8338/4000/5422/5557/1029/7186/723790/8772/8362/8353/8337/23649/993/2146/4001",25
"R-HSA-9710421","Defective pyroptosis","17/1068","33/9048",0.515151515151515,4.36431733060947,7.082841659112,2.72347279180409e-08,1.35264887743478e-06,1.35264887743478e-06,"1687/554313/3014/1786/8370/3012/5558/1789/8338/5422/5557/723790/8362/8353/8337/23649/2146",17
"R-HSA-389960","Formation of tubulin folding intermediates by CCT/TriC","14/1068","23/9048",0.608695652173913,5.15681485100147,7.30192670924361,2.74185583263806e-08,1.35264887743478e-06,1.35264887743478e-06,"347733/7280/22948/10382/80086/7846/10381/7203/7277/10376/908/10383/113457/84790",14
"R-HSA-69205","G1/S-Specific Transcription","15/1068","27/9048",0.555555555555556,4.70661672908864,7.05616451760838,4.79553641543329e-08,2.29621567186041e-06,2.29621567186041e-06,"898/1875/5111/8318/990/286826/983/5422/6241/1869/4998/81620/5933/7083/7298",15
"R-HSA-190840","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","11/1068","15/9048",0.733333333333333,6.212734082397,7.39148450875302,5.13757553978933e-08,2.38970656536487e-06,2.38970656536487e-06,"347733/7280/10382/80086/7846/10381/7277/10376/10383/113457/84790",11
"R-HSA-1474290","Collagen formation","26/1068","74/9048",0.351351351351351,2.97661706650471,6.2457104122992,1.3265629811219e-07,5.99901259240683e-06,5.99901259240683e-06,"8985/1277/3655/3909/8974/1289/1295/4017/1306/1294/1284/5479/140766/1278/10536/1281/84171/255631/1298/1293/1290/4015/871/26577/1282/4318",26
"R-HSA-190872","Transport of connexons to the plasma membrane","11/1068","16/9048",0.6875,5.82443820224719,7.06563584232598,1.46829269984007e-07,6.46048787929632e-06,6.46048787929632e-06,"347733/7280/10382/80086/7846/10381/7277/10376/10383/113457/84790",11
"R-HSA-453274","Mitotic G2-G2/M phases","47/1068","187/9048",0.251336898395722,2.1293036111278,5.70856075721299,2.67682559455448e-07,1.14680843893018e-05,1.14680843893018e-05,"347733/5708/7280/6790/5347/22974/440145/115106/286826/4751/9814/995/10382/1871/10733/80086/11190/983/891/7283/203068/3161/1869/7846/51512/22919/9133/90381/80028/10381/2305/9088/151648/5692/7277/10376/10383/3326/113457/55355/1063/22994/993/10213/890/4605/84790",47
"R-HSA-6811434","COPI-dependent Golgi-to-ER retrograde traffic","29/1068","91/9048",0.318681318681319,2.69983948635634,5.96188779699038,2.85149627160204e-07,1.19031690517132e-05,1.19031690517132e-05,"347733/7280/1062/24137/23423/10112/11015/10382/55083/147700/56992/80086/3833/11316/29127/7846/11004/10381/23046/7277/3832/10376/54732/10383/113457/9493/146909/81930/84790",29
"R-HSA-389977","Post-chaperonin tubulin folding pathway","12/1068","20/9048",0.6,5.08314606741573,6.68729704659719,3.50806476774583e-07,1.42778236047255e-05,1.42778236047255e-05,"347733/7280/402/10382/80086/7846/10381/7277/10376/10383/113457/84790",12
"R-HSA-1474244","Extracellular matrix organization","58/1068","255/9048",0.227450980392157,1.92694426085041,5.49277297528669,4.47668193670508e-07,1.77757029096485e-05,1.77757029096485e-05,"3383/3684/1462/8985/4320/1277/3655/3909/8974/1289/4038/170690/6678/1837/1295/4017/1306/1294/84034/682/1284/8038/8754/80274/1509/72/7076/5479/140766/5154/8910/1278/10536/1281/3915/4323/84171/147968/255631/3910/6696/1298/1293/22801/7450/11131/1513/84467/8751/1290/4237/4015/5155/871/4326/26577/1282/4318",58
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","19/1068","49/9048",0.387755102040816,3.2850263700986,5.86716911255047,1.15851506733515e-06,4.49062507052766e-05,4.49062507052766e-05,"1277/3655/3909/1289/1295/4017/1306/1294/1284/1278/1281/84171/255631/1298/1293/1290/4015/1282/4318",19
"R-HSA-69275","G2/M Transition","45/1068","185/9048",0.243243243243243,2.06073489219557,5.33259769116476,1.28354665206973e-06,4.85956732458029e-05,4.85956732458029e-05,"347733/5708/7280/6790/5347/22974/440145/115106/286826/4751/9814/995/10382/10733/80086/11190/983/891/7283/203068/3161/7846/51512/22919/9133/90381/80028/10381/2305/9088/151648/5692/7277/10376/10383/3326/113457/55355/1063/22994/993/10213/890/4605/84790",45
"R-HSA-190861","Gap junction assembly","12/1068","22/9048",0.545454545454545,4.62104187946885,6.22062038712352,1.43518259052948e-06,5.19245820466398e-05,5.19245820466398e-05,"347733/7280/10382/80086/7846/10381/7277/10376/10052/10383/113457/84790",12
"R-HSA-2299718","Condensation of Prophase Chromosomes","15/1068","33/9048",0.454545454545455,3.8508682328907,6.00188576173918,1.43526178875847e-06,5.19245820466398e-05,5.19245820466398e-05,"5347/554313/3014/8370/3012/29781/8338/983/891/10051/723790/8362/8353/8337/54892",15
"R-HSA-1538133","G0 and Early G1","13/1068","26/9048",0.5,4.23595505617978,6.04469259487043,1.90339965602696e-06,6.53814406193596e-05,6.53814406193597e-05,"898/1875/5111/990/286826/9134/983/7153/1869/5933/993/890/4605",13
"R-HSA-9619483","Activation of AMPK downstream of NMDARs","13/1068","26/9048",0.5,4.23595505617978,6.04469259487043,1.90339965602696e-06,6.53814406193596e-05,6.53814406193597e-05,"347733/7280/10382/80086/4137/7846/10381/5563/7277/10376/10383/113457/84790",13
"R-HSA-1474228","Degradation of the extracellular matrix","30/1068","104/9048",0.288461538461538,2.4438202247191,5.41751810314292,1.92770832292952e-06,6.53814406193596e-05,6.53814406193597e-05,"4320/1277/3909/1289/170690/1295/1306/1294/682/1284/8754/80274/1509/7076/1278/1281/3915/4323/147968/6696/1298/1293/11131/1513/84467/8751/1290/4326/1282/4318",30
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","20/1068","55/9048",0.363636363636364,3.08069458631256,5.66205209752795,2.00056579143289e-06,6.64677777235253e-05,6.64677777235253e-05,"8985/1277/8974/1289/1295/1306/1294/1284/5479/140766/1278/10536/1281/255631/1298/1293/1290/871/26577/1282",20
