"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","genename","ensmbl"
"80274",374.719384214355,2.09877448948667,0.369090617346009,1.30526495206238e-09,5.5268355037292e-09,"signal peptide, CUB domain and EGF like domain containing 1","ENSG00000159307"
"335",135279.947049058,-1.51257344051627,0.268961810864292,1.37591772789805e-09,5.81660984233882e-09,"apolipoprotein A1","ENSG00000118137"
"11024",43.5543290237891,-1.29665646410673,0.223497852274171,1.39256584330626e-09,5.88563386570223e-09,"leukocyte immunoglobulin like receptor A1","ENSG00000104974"
"2328",9775.608269463,-1.49557873886401,0.260072010666665,1.40173052564745e-09,5.91755847654936e-09,"flavin containing dimethylaniline monoxygenase 3","ENSG00000007933"
"55083",80.8928874234449,1.77775940204073,0.311292761393832,1.40899433179313e-09,5.94548986880722e-09,"kinesin family member 26B","ENSG00000162849"
"1562",1950.31369935053,-1.34844041446045,0.235048120012874,1.41244796015859e-09,5.95732529636019e-09,"cytochrome P450 family 2 subfamily C member 18","ENSG00000108242"
"10693",61.6858136678801,-1.1050238028352,0.189334068892287,1.42062456345188e-09,5.98906094656342e-09,"chaperonin containing TCP1 subunit 6B","ENSG00000132141"
"100507002",31.2759822091955,1.16116341816013,0.199074660966967,1.42137842164919e-09,5.99086374458702e-09,"uncharacterized LOC100507002",NA
"652965",18.6587667935645,-1.08278103748251,0.184695758883099,1.44122843336991e-09,6.06895642063862e-09,"small nucleolar RNA, H/ACA box 48","ENSG00000209582"
"2258",69.1001853275416,1.64065250360524,0.286363965599883,1.46754916655263e-09,6.17837526239626e-09,"fibroblast growth factor 13","ENSG00000129682"
"8431",1677.29463334738,-1.36567167041311,0.23736909319171,1.47401692012622e-09,6.2041821501714e-09,"nuclear receptor subfamily 0 group B member 2","ENSG00000131910"
"1290",1021.13373743371,1.23208144358267,0.211775299102522,1.48865936857818e-09,6.26294172842375e-09,"collagen type V alpha 2 chain","ENSG00000204262"
"105371356",27.1702620957236,-1.57478658275624,0.275345993857214,1.55089105286969e-09,6.51729137183043e-09,"uncharacterized LOC105371356",NA
"2840",119.511011831725,-1.46509775438344,0.254999981409263,1.55405617437058e-09,6.52909805219429e-09,"G protein-coupled receptor 17","ENSG00000144230"
"5264",5495.44631690931,-1.04885497657589,0.18112766280799,1.59375112971885e-09,6.68848767166073e-09,"phytanoyl-CoA 2-hydroxylase","ENSG00000107537"
"400812",21.8371710086892,1.19411913192298,0.206328853699112,1.59885325294212e-09,6.70503337223773e-09,"uncharacterized LOC400812",NA
