"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","genename","ensmbl"
"221908",269.712744951773,0.852693841277424,0.16370178171625,8.26764882110394e-08,2.8017549907871e-07,"protein phosphatase 1 regulatory subunit 35","ENSG00000160813"
"105374162",20.0157716617947,-1.37739963985808,0.274107799148877,8.27404098002855e-08,2.80340384791964e-07,NA,NA
"100873947",15.2045686390044,-1.22752549561321,0.24182746113134,8.28074276017839e-08,2.80515698299052e-07,"LMLN antisense RNA 1","ENSG00000232832"
"6678",7088.87767735718,1.28178659186115,0.25090310521406,8.32743043829399e-08,2.82045246346055e-07,"secreted protein acidic and cysteine rich","ENSG00000113140"
"7317",4351.13420569387,0.391133575163105,0.0739541903187499,8.33463152433051e-08,2.82237088904307e-07,"ubiquitin like modifier activating enzyme 1","ENSG00000130985"
"56339",941.090961295153,0.485781825423552,0.0914380112843815,8.37057350848329e-08,2.83401939361702e-07,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit","ENSG00000165819"
"10178",1305.90168164158,-1.84814513531195,0.373490832825809,8.3768145689521e-08,2.83560963583846e-07,"teneurin transmembrane protein 1","ENSG00000009694"
"9925",456.824112886359,-0.554195194695474,0.104834157260638,8.3793041330219e-08,2.83592961848165e-07,"zinc finger and BTB domain containing 5","ENSG00000168795"
"8942",949.746481680411,-0.957832471644707,0.185824719464018,8.42419594826676e-08,2.85059764868198e-07,"kynureninase","ENSG00000115919"
"50814",594.749576846464,0.790421616995546,0.1506166825701,8.46319251833399e-08,2.86326579599642e-07,"NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL","ENSG00000147383"
"23170",799.124829306344,0.667334380997043,0.126642266679755,8.49862544482064e-08,2.87472384727733e-07,"tubulin tyrosine ligase like 12","ENSG00000100304"
"26084",783.596282485271,-0.980104680480181,0.191022339227855,8.5066288749155e-08,2.87690115394012e-07,"Rho guanine nucleotide exchange factor 26","ENSG00000114790"
"88",27.0320994439625,1.45532145517102,0.288923486466206,8.55390890295237e-08,2.892358370352e-07,"actinin alpha 2","ENSG00000077522"
"107987228",101.084268134197,0.891080132410133,0.17195407871648,8.57630860642002e-08,2.89939858704524e-07,"uncharacterized LOC107987228",NA
"105378032",22.4052287263298,-1.51763782598217,0.303340100916529,8.62985901312761e-08,2.91696541352983e-07,"long intergenic non-protein coding RNA 2919",NA
"6449",1082.84522213844,0.529810994756014,0.100061781827954,8.63778440394079e-08,2.91910697081282e-07,"small glutamine rich tetratricopeptide repeat co-chaperone alpha","ENSG00000104969"
"51005",686.388756245134,0.764336741791266,0.1455974808528,8.76693895374907e-08,2.96220914345258e-07,"amidohydrolase domain containing 2","ENSG00000162066"
"28825",145.355571763244,-0.189302421140196,0.344640339286675,8.80455749604912e-08,2.9743725875174e-07,"immunoglobulin lambda variable 1-40","ENSG00000211653"
"637",779.352603109337,0.576629178894899,0.10924829787571,8.8202787871973e-08,2.97913554622202e-07,"BH3 interacting domain death agonist","ENSG00000015475"
"1737",368.301227864952,0.929064800853474,0.179225019227048,8.82748266431195e-08,2.98102044221082e-07,"dihydrolipoamide S-acetyltransferase","ENSG00000150768"
"10903",449.305643203471,1.23635888113593,0.243169527521996,8.855952211677e-08,2.98998351485137e-07,"myotubularin related protein 11","ENSG00000014914"
"285367",427.706690525914,0.568375745542446,0.10761338798831,8.85728072358497e-08,2.98998351485137e-07,"RNA pseudouridine synthase D3","ENSG00000156990"
"8934",661.230451801801,0.634270187006812,0.120223742822884,8.87447514993573e-08,2.99523730294835e-07,"RAB29, member RAS oncogene family","ENSG00000117280"
"344838",491.077107886039,1.08376683307844,0.211423758932262,8.88890679998175e-08,2.99955686282368e-07,"progestin and adipoQ receptor family member 9","ENSG00000188582"
"100506898",48.0469468500791,-1.14105308025635,0.224106305294821,8.90018004092467e-08,3.00280922784385e-07,"mago homolog 2, pseudogene",NA
"10150",1051.14300076956,-0.717378914750291,0.137956637755932,8.91857195952816e-08,3.00846170949256e-07,"muscleblind like splicing regulator 2","ENSG00000139793"
"100507257",80.6688448757769,2.10091230689878,0.428984965908518,9.0136338682021e-08,3.03997010754203e-07,"maternally expressed 9","ENSG00000223403"
"124402",671.155904419663,-0.823443113497596,0.158702177836867,9.03941469024777e-08,3.04810524002406e-07,"UBA like domain containing 1","ENSG00000153443"
"112268043",40.4547549479584,-0.809067687616459,0.155906809240267,9.07367099661161e-08,3.0590948078167e-07,NA,NA
"55755",1288.60560295896,0.571972897822672,0.10859249440793,9.12887370138754e-08,3.0771409077144e-07,"CDK5 regulatory subunit associated protein 2","ENSG00000136861"
"9615",1576.75933710361,-1.29589783814722,0.258448852895764,9.20966532359469e-08,3.1038042577077e-07,"guanine deaminase","ENSG00000119125"
"83699",1211.57577013273,-0.907408268374035,0.176668608637016,9.22006517471087e-08,3.10673902510808e-07,"SH3 domain binding glutamate rich protein like 2","ENSG00000198478"
"55526",3531.17444658029,-0.950625190764258,0.185061224601017,9.26315066638105e-08,3.12068425678631e-07,"dehydrogenase E1 and transketolase domain containing 1","ENSG00000181192"
"387885",194.3768706731,0.759617923995006,0.14631512130276,9.3037620876757e-08,3.13379103041226e-07,"cilia and flagella associated protein 73","ENSG00000186710"
"3394",526.016607987181,-0.96451769964755,0.188181148946252,9.31400638366752e-08,3.13656218719359e-07,"interferon regulatory factor 8","ENSG00000140968"
"55011",1111.92032037347,0.654418704478804,0.124842684373867,9.31540523249501e-08,3.13656218719359e-07,"PIH1 domain containing 1","ENSG00000104872"
"54955",197.980070872716,0.47733666822009,0.0902301375854383,9.32157163664322e-08,3.13806308955666e-07,"AFG2 interacting ribosome maturation factor","ENSG00000116922"
"5784",218.835494533368,1.06842134401767,0.208816296756525,9.33983395723056e-08,3.14363472856638e-07,"protein tyrosine phosphatase non-receptor type 14","ENSG00000152104"
"55824",550.153776044903,0.922683753785405,0.179153701231277,9.38252075168331e-08,3.15742369587525e-07,"phosphoprotein membrane anchor with glycosphingolipid microdomains 1","ENSG00000076641"
"9968",891.70723017464,0.52173202970399,0.0992616849193407,9.4031518198485e-08,3.16378673542869e-07,"mediator complex subunit 12","ENSG00000184634"
"72",95.4684673186414,2.10320036155321,0.367377846225187,9.40503828718938e-08,3.16384178615032e-07,"actin gamma 2, smooth muscle","ENSG00000163017"
"1123",66.9444775513488,1.06276464686296,0.208170018591746,9.41975124515445e-08,3.16821084003693e-07,"chimerin 1","ENSG00000128656"
"1340",3164.75770781753,0.663208817800792,0.126708890021221,9.48069313344469e-08,3.18812394621092e-07,"cytochrome c oxidase subunit 6B1","ENSG00000126267"
"221710",378.554470120948,0.586305643079963,0.111416950377195,9.54071927373078e-08,3.20716267305419e-07,"small integral membrane protein 13","ENSG00000224531"
"10634",417.496085571994,0.654802703980132,0.12472899531854,9.54080248469562e-08,3.20716267305419e-07,"growth arrest specific 2 like 1","ENSG00000185340"
"55017",543.857876633215,0.450425592906548,0.0857954002375609,9.6343603546029e-08,3.23801964772928e-07,"chromosome 14 open reading frame 119","ENSG00000179933"
"65981",680.410184471505,-0.555070785315126,0.105667475913911,9.6745595090952e-08,3.25093523925021e-07,"caprin family member 2","ENSG00000110888"
"667",4622.77076895844,-0.629925715812943,0.120960170468327,9.69496243858557e-08,3.25719521079739e-07,"dystonin","ENSG00000151914"
"26231",58.6032170961657,-0.870530574266008,0.168632245723588,9.71130757105878e-08,3.26176301418385e-07,"F-box and leucine rich repeat protein, pseudogene","ENSG00000293507"
"81543",787.166325670292,-1.21923279241162,0.242135484727541,9.71211073924924e-08,3.26176301418385e-07,"leucine rich repeat containing 3","ENSG00000160233"
"105374071",134.821828669426,-0.696917222920082,0.133604517027538,9.71589816199411e-08,3.26243835887474e-07,"uncharacterized LOC105374071",NA
"168374",108.376949218112,0.658999297390202,0.125917201220112,9.72391300332922e-08,3.2645326945729e-07,"zinc finger protein 92","ENSG00000146757"
"78992",676.043554352778,0.592323397330465,0.112120946011666,9.75982903207834e-08,3.27599159833827e-07,"Yip1 domain family member 2","ENSG00000130733"
"3705",1452.89500517649,0.614284869792767,0.117122418583738,9.82821757509648e-08,3.29834407070672e-07,"inositol-tetrakisphosphate 1-kinase","ENSG00000100605"
"152519",282.675611224125,-1.19892374691832,0.23688737571589,9.83791644048325e-08,3.30099575211099e-07,"NIPA like domain containing 1","ENSG00000163293"
"1521",79.5052199816644,-1.20847260076122,0.239071026234755,9.90433074117123e-08,3.32267317739986e-07,"cathepsin W","ENSG00000172543"
"119391",205.780340744024,1.17559636844122,0.231613220154884,9.9111238591046e-08,3.324344813673e-07,"glutathione S-transferase omega 2","ENSG00000065621"
"4355",28.8349009435698,1.51913659966031,0.304142607928397,9.92255309884439e-08,3.32757058267309e-07,"MAGUK p55 scaffold protein 2","ENSG00000108852"
"4485",11956.398719951,-1.06983388816722,0.211481222280691,1.00304306474205e-07,3.36313362076375e-07,"macrophage stimulating 1","ENSG00000173531"
"100129460",61.2673557323405,0.517897810025259,0.0984975473250289,1.00532154093135e-07,3.37015786375746e-07,"DPY19L1 pseudogene 1",NA
"4129",4382.86944767145,-0.882758098985723,0.171488953492339,1.00620907832342e-07,3.37251752406121e-07,"monoamine oxidase B","ENSG00000069535"
"2157",282.48849125578,-0.996950854827312,0.194813803775402,1.00790216571323e-07,3.37757579765652e-07,"coagulation factor VIII","ENSG00000185010"
"48",2824.76598361292,-0.814385899368349,0.158163175384875,1.01234896509275e-07,3.3918584920568e-07,"aconitase 1","ENSG00000122729"
"10124",286.755881189425,0.89894617222645,0.174793698785809,1.01560826066708e-07,3.4021579895823e-07,"ARF like GTPase 4A","ENSG00000122644"
"51661",160.44749444997,-0.628953900406275,0.120266673115665,1.02059470139882e-07,3.41823839075104e-07,"FKBP prolyl isomerase 7","ENSG00000079150"
"728448",212.726303893859,-0.816817845706288,0.158004385215855,1.02302932158059e-07,3.42518615465185e-07,"peptidylprolyl isomerase E like (pseudogene)","ENSG00000291129"
"83641",1670.29281092515,-0.620314228637522,0.120034753881517,1.02304215085305e-07,3.42518615465185e-07,"family with sequence similarity 107 member B","ENSG00000065809"
"6829",2994.11612756964,0.556916992781555,0.106153242895018,1.02513398583439e-07,3.43156407507523e-07,"SPT5 homolog, DSIF elongation factor subunit","ENSG00000196235"
"105372486",25.4934862944396,0.588598092075461,0.112523923445082,1.02868317821974e-07,3.44281718331098e-07,NA,NA
"5688",2558.31981256285,0.690699011134231,0.132600267100727,1.03612037644433e-07,3.467076274239e-07,"proteasome 20S subunit alpha 7","ENSG00000101182"
"729291",40.4892172018159,-0.585801944020988,0.111881737923959,1.04195853651197e-07,3.4859767834771e-07,"uncharacterized LOC729291",NA
